-1.185552408	0.007560137
-0.939093484	0.013058419
-0.803116147	0.027491409
-0.701133144	0.04742268
-0.633144476	0.067353952
-0.556657224	0.088659794
-0.471671388	0.110652921
-0.378186969	0.134707904
-0.28470255	0.15395189
-0.080736544	0.164948454
0.080736544	0.170446735
0.242209632	0.154639175
0.327195467	0.13814433
0.40368272	0.119587629
0.463172805	0.099656357
0.531161473	0.079037801
0.599150142	0.057044674
0.701133144	0.035738832
0.862606232	0.019931271
1.109065156	0.010996564
1.406515581	0.008247423
