-7.993333333333333193e-03 2.102974358518064379e-19
-7.979999999999999247e-03 2.102974358518064379e-19
-7.966666666666667035e-03 2.102974358518064379e-19
-7.953333333333333088e-03 2.102974358518064379e-19
-7.939999999999999142e-03 2.102974358518064379e-19
-7.926666666666666930e-03 2.102974358518064379e-19
-7.913333333333332983e-03 2.102974358518064379e-19
-7.899999999999999037e-03 2.102974358518064379e-19
-7.886666666666666825e-03 2.102974358518064379e-19
-7.873333333333332879e-03 2.102974358518064379e-19
-7.860000000000000667e-03 2.102974358518064379e-19
-7.846666666666666720e-03 2.102974358518064379e-19
-7.833333333333332774e-03 2.102974358518064379e-19
-7.820000000000000562e-03 2.102974358518064379e-19
-7.806666666666666615e-03 2.102974358518064379e-19
-7.793333333333333536e-03 2.102974358518064379e-19
-7.779999999999999589e-03 2.102974358518064379e-19
-7.766666666666666510e-03 2.102974358518064379e-19
-7.753333333333333431e-03 2.102974358518064379e-19
-7.739999999999999485e-03 2.102974358518064379e-19
-7.726666666666666405e-03 2.102974358518064379e-19
-7.713333333333333326e-03 2.102974358518064379e-19
-7.700000000000000247e-03 2.102974358518064379e-19
-7.686666666666666300e-03 2.102974358518064379e-19
-7.673333333333333221e-03 2.102974358518064379e-19
-7.660000000000000142e-03 2.102974358518064379e-19
-7.646666666666666196e-03 2.102974358518064379e-19
-7.633333333333333116e-03 2.102974358518064379e-19
-7.620000000000000037e-03 2.102974358518064379e-19
-7.606666666666666091e-03 2.102974358518064379e-19
-7.593333333333333011e-03 2.102974358518064379e-19
-7.579999999999999932e-03 2.102974358518064379e-19
-7.566666666666666853e-03 2.102974358518064379e-19
-7.553333333333332907e-03 2.102974358518064379e-19
-7.539999999999999827e-03 2.102974358518064379e-19
-7.526666666666666748e-03 2.102974358518064379e-19
-7.513333333333332802e-03 2.102974358518064379e-19
-7.499999999999999722e-03 2.102974358518064379e-19
-7.486666666666666643e-03 2.102974358518064379e-19
-7.473333333333333564e-03 2.102974358518064379e-19
-7.459999999999999618e-03 2.102974358518064379e-19
-7.446666666666666538e-03 2.102974358518064379e-19
-7.433333333333333459e-03 2.102974358518064379e-19
-7.419999999999999513e-03 2.102974358518064379e-19
-7.406666666666666433e-03 2.102974358518064379e-19
-7.393333333333333354e-03 2.104033149702132254e-19
-7.379999999999999408e-03 2.104033149702132254e-19
-7.366666666666666329e-03 2.104033149702132254e-19
-7.353333333333333249e-03 2.104033149702132254e-19
-7.340000000000000170e-03 2.104033149702132254e-19
-7.326666666666666224e-03 2.104033149702132254e-19
-7.313333333333333144e-03 2.104033149702132254e-19
-7.300000000000000065e-03 2.104033149702132254e-19
-7.286666666666666986e-03 2.104033149702132254e-19
-7.273333333333333039e-03 2.104033149702132254e-19
-7.259999999999999960e-03 2.104033149702132254e-19
-7.246666666666666881e-03 2.104033149702132254e-19
-7.233333333333332935e-03 2.104033149702132254e-19
-7.219999999999999855e-03 2.104033149702132254e-19
-7.206666666666666776e-03 2.104033149702132254e-19
-7.193333333333332830e-03 2.104033149702132254e-19
-7.179999999999999750e-03 2.106117644845765884e-19
-7.166666666666666671e-03 2.106117644845765884e-19
-7.153333333333332725e-03 2.106117644845765884e-19
-7.139999999999999646e-03 2.107176436029833760e-19
-7.126666666666666566e-03 2.107176436029833760e-19
-7.113333333333333487e-03 2.107176436029833760e-19
-7.099999999999999541e-03 2.107176436029833760e-19
-7.086666666666666461e-03 2.107176436029833760e-19
-7.073333333333333382e-03 2.107176436029833760e-19
-7.060000000000000303e-03 2.107176436029833760e-19
-7.046666666666666357e-03 2.107176436029833760e-19
-7.033333333333333277e-03 2.108218683601650574e-19
-7.020000000000000198e-03 2.108218683601650574e-19
-7.006666666666666252e-03 2.108218683601650574e-19
-6.993333333333333172e-03 2.108218683601650574e-19
-6.980000000000000093e-03 2.108218683601650574e-19
-6.966666666666666147e-03 2.110319722357535265e-19
-6.953333333333333068e-03 2.111378513541603140e-19
-6.939999999999999988e-03 2.111378513541603140e-19
-6.926666666666666042e-03 2.111378513541603140e-19
-6.913333333333332963e-03 2.112420761113419955e-19
-6.899999999999999883e-03 2.112420761113419955e-19
-6.886666666666666804e-03 2.112420761113419955e-19
-6.873333333333333725e-03 2.113479552297487830e-19
-6.859999999999999779e-03 2.115564047441121460e-19
-6.846666666666666699e-03 2.115564047441121460e-19
-6.833333333333333620e-03 2.116622838625189336e-19
-6.819999999999999674e-03 2.117665086197006150e-19
-6.806666666666666594e-03 2.117665086197006150e-19
-6.793333333333333515e-03 2.120824916136958716e-19
-6.779999999999999569e-03 2.120824916136958716e-19
-6.766666666666666489e-03 2.121867163708775531e-19
-6.753333333333333410e-03 2.123968202464660221e-19
-6.739999999999999464e-03 2.125010450036477036e-19
-6.726666666666666385e-03 2.126069241220544912e-19
-6.713333333333333305e-03 2.129212527548246417e-19
-6.699999999999999359e-03 2.130271318732314292e-19
-6.686666666666666280e-03 2.131313566304131107e-19
-6.673333333333333200e-03 2.134473396244083673e-19
-6.660000000000000121e-03 2.135515643815900488e-19
-6.646666666666667042e-03 2.138658930143601993e-19
-6.633333333333333096e-03 2.139717721327669868e-19
-6.620000000000000016e-03 2.142861007655371373e-19
-6.606666666666666937e-03 2.144962046411256064e-19
-6.593333333333332991e-03 2.148105332738957569e-19
-6.579999999999999911e-03 2.152307410250726949e-19
-6.566666666666666832e-03 2.156509487762496330e-19
-6.553333333333332886e-03 2.157551735334313145e-19
