-1.257240168	0.000829876
-1.001140017	0.003319502
-0.826653732	0.011618257
-0.723712348	0.022406639
-0.620516052	0.038174274
-0.517107332	0.058091286
-0.434261397	0.076348548
-0.320443828	0.099585062
-0.217077592	0.118672199
-0.103897299	0.129460581
0.019054565	0.131120332
0.151778001	0.123651452
0.233094473	0.112033195
0.314283489	0.097925311
0.374952204	0.082987552
0.445817342	0.067219917
0.496502061	0.057261411
0.557255746	0.043983402
0.62824834	0.030705394
0.68912948	0.019917012
0.770658377	0.012448133
0.882988968	0.006639004
1.046599068	0.002489627
1.230771954	0.000000000
