Points_0,Points_1,Points_2,vel1
0.5,0,0,0.0166349
0.5,0.0182927,0,0.0218547
0.5,0.0304878,0,0.0542806
0.5,0.0426829,0,0.0594262
0.5,0.054878,0,0.0909551
0.5,0.0670732,0,0.0960212
0.5,0.0792683,0,0.126627
0.5,0.0914634,0,0.13161
0.5,0.103659,0,0.16129
0.5,0.115854,0,0.166218
0.5,0.128049,0,0.19418
0.5,0.140244,0,0.200771
0.5,0.152439,0,0.22512
0.5,0.164634,0,0.234854
0.5,0.176829,0,0.255533
0.5,0.189024,0,0.266594
0.5,0.20122,0,0.285514
0.5,0.213415,0,0.296644
0.5,0.22561,0,0.314511
0.5,0.237805,0,0.32538
0.5,0.25,0,0.342281
0.5,0.262195,0,0.35279
0.5,0.27439,0,0.368741
0.5,0.286585,0,0.378821
0.5,0.298781,0,0.393813
0.5,0.310976,0,0.403401
0.5,0.323171,0,0.41741
0.5,0.335366,0,0.426445
0.5,0.347561,0,0.439428
0.5,0.359756,0,0.447844
0.5,0.371951,0,0.459744
0.5,0.384146,0,0.467465
0.5,0.396341,0,0.478197
0.5,0.408537,0,0.485131
0.5,0.420732,0,0.494577
0.5,0.432927,0,0.500596
0.5,0.445122,0,0.508577
0.5,0.457317,0,0.51349
0.5,0.469512,0,0.519692
0.5,0.481707,0,0.523146
0.5,0.493902,0,0.527086
0.5,0.506098,0,0.527086
0.5,0.518293,0,0.523146
0.5,0.530488,0,0.519692
0.5,0.542683,0,0.51349
0.5,0.554878,0,0.508577
0.5,0.567073,0,0.500596
0.5,0.579268,0,0.494577
0.5,0.591463,0,0.485131
0.5,0.603659,0,0.478197
0.5,0.615854,0,0.467465
0.5,0.628049,0,0.459744
0.5,0.640244,0,0.447844
0.5,0.652439,0,0.439428
0.5,0.664634,0,0.426445
0.5,0.676829,0,0.41741
0.5,0.689024,0,0.403401
0.5,0.701219,0,0.393813
0.5,0.713415,0,0.378821
0.5,0.72561,0,0.368741
0.5,0.737805,0,0.35279
0.5,0.75,0,0.342281
0.5,0.762195,0,0.32538
0.5,0.77439,0,0.314511
0.5,0.786585,0,0.296644
0.5,0.798781,0,0.285514
0.5,0.810976,0,0.266594
0.5,0.823171,0,0.255533
0.5,0.835366,0,0.234854
0.5,0.847561,0,0.22512
0.5,0.859756,0,0.200771
0.5,0.871951,0,0.19418
0.5,0.884146,0,0.166218
0.5,0.896341,0,0.16129
0.5,0.908537,0,0.13161
0.5,0.920732,0,0.126627
0.5,0.932927,0,0.0960212
0.5,0.945122,0,0.0909551
0.5,0.957317,0,0.0594262
0.5,0.969512,0,0.0542805
0.5,0.981707,0,0.0218547
0.5,1,0,nan
